id,sensor_type,value,timestamp
2204,temperature,79.03,2024-12-22 04:36:15
2205,turbidity,1.25,2024-12-22 04:36:17
2206,total dissolved solids,0.3,2024-12-22 04:36:18
2207,temperature,78.91,2024-12-22 04:36:18
2208,turbidity,3007.32,2024-12-22 04:36:19
2209,total dissolved solids,0.3,2024-12-22 04:36:20
2210,temperature,78.69,2024-12-22 04:36:21
2211,turbidity,3011.08,2024-12-22 04:36:22
2212,total dissolved solids,0.3,2024-12-22 04:36:22
2213,turbidity,3006.75,2024-12-22 04:36:24
2214,total dissolved solids,0.33,2024-12-22 04:36:24
2215,temperature,78.58,2024-12-22 04:36:24
2216,turbidity,3011.19,2024-12-22 04:36:26
2217,total dissolved solids,0.3,2024-12-22 04:36:26
2218,temperature,78.46,2024-12-22 04:36:27
2219,turbidity,3011.76,2024-12-22 04:36:28
2220,total dissolved solids,0.3,2024-12-22 04:36:28
2221,temperature,79.36,2024-12-22 04:36:30
2222,turbidity,3005.73,2024-12-22 04:36:30
2223,total dissolved solids,0.3,2024-12-22 04:36:30
2224,turbidity,3012.67,2024-12-22 04:36:32
2225,total dissolved solids,0.3,2024-12-22 04:36:32
2226,temperature,81.16,2024-12-22 04:36:33
2227,turbidity,3011.53,2024-12-22 04:36:34
2228,total dissolved solids,0.3,2024-12-22 04:36:35
2229,temperature,82.85,2024-12-22 04:36:36
2230,turbidity,3013.24,2024-12-22 04:36:36
2231,total dissolved solids,0.3,2024-12-22 04:36:37
2232,turbidity,3009.37,2024-12-22 04:36:38
2233,temperature,84.09,2024-12-22 04:36:39
2234,total dissolved solids,0.3,2024-12-22 04:36:39
2235,turbidity,3019.04,2024-12-22 04:36:41
2236,total dissolved solids,0.3,2024-12-22 04:36:41
2237,temperature,85.1,2024-12-22 04:36:42
2238,turbidity,3008.01,2024-12-22 04:36:43
2239,total dissolved solids,0.3,2024-12-22 04:36:43
2240,temperature,85.33,2024-12-22 04:36:45
2241,turbidity,3013.58,2024-12-22 04:36:45
2242,total dissolved solids,0.3,2024-12-22 04:36:45
2243,turbidity,3007.1,2024-12-22 04:36:47
2244,total dissolved solids,0.3,2024-12-22 04:36:47
2245,temperature,84.88,2024-12-22 04:36:48
2246,turbidity,3004.25,2024-12-22 04:36:49
2247,total dissolved solids,0.33,2024-12-22 04:36:49
2248,temperature,84.42,2024-12-22 04:36:51
2249,turbidity,3011.42,2024-12-22 04:36:51
2250,total dissolved solids,0.3,2024-12-22 04:36:51
2251,turbidity,3009.82,2024-12-22 04:36:54
2252,total dissolved solids,0.3,2024-12-22 04:36:54
2253,temperature,83.97,2024-12-22 04:36:54
2254,turbidity,3010.96,2024-12-22 04:36:56
2255,total dissolved solids,0.33,2024-12-22 04:36:56
2256,temperature,83.53,2024-12-22 04:36:57
2257,total dissolved solids,718.04,2024-12-22 04:36:58
2258,turbidity,3005.73,2024-12-22 04:36:58
2259,temperature,83.19,2024-12-22 04:37:00
2260,turbidity,3010.28,2024-12-22 04:37:00
2261,total dissolved solids,719.13,2024-12-22 04:37:00
2262,total dissolved solids,719.18,2024-12-22 04:37:02
2263,turbidity,3010.51,2024-12-22 04:37:02
2264,temperature,82.85,2024-12-22 04:37:03
2265,total dissolved solids,0.3,2024-12-22 04:37:04
2266,turbidity,1.25,2024-12-22 04:37:04
2267,temperature,82.51,2024-12-22 04:37:05
2268,turbidity,1.37,2024-12-22 04:37:06
2269,total dissolved solids,0.33,2024-12-22 04:37:06
2270,turbidity,3004.14,2024-12-22 04:37:08
2271,total dissolved solids,0.3,2024-12-22 04:37:08
2272,temperature,82.29,2024-12-22 04:37:08
2273,turbidity,3006.07,2024-12-22 04:37:10
2274,total dissolved solids,718.12,2024-12-22 04:37:10
2275,temperature,81.95,2024-12-22 04:37:11
2276,turbidity,3009.48,2024-12-22 04:37:13
2277,total dissolved solids,718.94,2024-12-22 04:37:13
2278,temperature,81.72,2024-12-22 04:37:14
2279,total dissolved solids,0.3,2024-12-22 04:37:15
2280,turbidity,1.25,2024-12-22 04:37:15
2281,turbidity,3008.69,2024-12-22 04:37:17
2282,total dissolved solids,718.75,2024-12-22 04:37:17
2283,temperature,81.5,2024-12-22 04:37:17
2284,total dissolved solids,719.1,2024-12-22 04:37:19
2285,turbidity,3010.17,2024-12-22 04:37:19
2286,temperature,81.28,2024-12-22 04:37:20
2287,turbidity,3005.16,2024-12-22 04:37:21
2288,total dissolved solids,717.91,2024-12-22 04:37:21
2289,temperature,81.05,2024-12-22 04:37:23
2290,turbidity,3009.6,2024-12-22 04:37:23
2291,total dissolved solids,718.97,2024-12-22 04:37:23
2292,turbidity,3005.28,2024-12-22 04:37:25
2293,total dissolved solids,717.93,2024-12-22 04:37:25
2294,temperature,80.83,2024-12-22 04:37:26
2295,total dissolved solids,718.34,2024-12-22 04:37:27
2296,turbidity,3006.98,2024-12-22 04:37:27
2297,temperature,80.6,2024-12-22 04:37:29
2298,total dissolved solids,720.22,2024-12-22 04:37:30
2299,turbidity,3014.83,2024-12-22 04:37:30
2300,temperature,80.71,2024-12-22 04:37:32
2301,total dissolved solids,0.3,2024-12-22 04:37:32
2302,turbidity,1.25,2024-12-22 04:37:32
2303,total dissolved solids,0.3,2024-12-22 04:37:34
2304,turbidity,1.25,2024-12-22 04:37:34
2305,temperature,82.17,2024-12-22 04:37:35
2306,turbidity,3005.5,2024-12-22 04:37:36
2307,total dissolved solids,717.99,2024-12-22 04:37:36
2308,temperature,83.64,2024-12-22 04:37:38
2309,total dissolved solids,0.3,2024-12-22 04:37:38
2310,turbidity,1.25,2024-12-22 04:37:38
2311,total dissolved solids,0.3,2024-12-22 04:37:40
2312,turbidity,1.25,2024-12-22 04:37:40
2313,temperature,84.88,2024-12-22 04:37:40
2314,total dissolved solids,0.3,2024-12-22 04:37:42
2315,turbidity,1.25,2024-12-22 04:37:42
2316,temperature,85.66,2024-12-22 04:37:43
2317,total dissolved solids,718.15,2024-12-22 04:37:44
2318,turbidity,3006.19,2024-12-22 04:37:44
2319,temperature,85.55,2024-12-22 04:37:46
2320,turbidity,3007.55,2024-12-22 04:37:47
2321,total dissolved solids,718.48,2024-12-22 04:37:47
2322,total dissolved solids,719.08,2024-12-22 04:37:49
2323,turbidity,3010.05,2024-12-22 04:37:49
2324,temperature,85.21,2024-12-22 04:37:49
2325,total dissolved solids,0.3,2024-12-22 04:37:51
2326,turbidity,1.25,2024-12-22 04:37:51
2327,temperature,84.88,2024-12-22 04:37:52
2328,turbidity,1.25,2024-12-22 04:37:53
2329,total dissolved solids,0.3,2024-12-22 04:37:53
2330,total dissolved solids,0.3,2024-12-22 04:37:55
2331,turbidity,1.25,2024-12-22 04:37:55
2332,temperature,84.42,2024-12-22 04:37:55
2333,turbidity,1.25,2024-12-22 04:37:57
2334,total dissolved solids,0.3,2024-12-22 04:37:57
2335,temperature,84.2,2024-12-22 04:37:58
2336,total dissolved solids,0.3,2024-12-22 04:37:59
2337,turbidity,1.25,2024-12-22 04:37:59
2338,temperature,83.75,2024-12-22 04:38:01
2339,total dissolved solids,719.54,2024-12-22 04:38:01
2340,turbidity,3011.99,2024-12-22 04:38:01
2341,total dissolved solids,719.86,2024-12-22 04:38:04
2342,turbidity,3013.35,2024-12-22 04:38:04
2343,temperature,83.41,2024-12-22 04:38:05
2344,total dissolved solids,0.33,2024-12-22 04:38:06
2345,turbidity,1.37,2024-12-22 04:38:06
2346,temperature,83.08,2024-12-22 04:38:08
2347,total dissolved solids,0.3,2024-12-22 04:38:08
2348,turbidity,3008.35,2024-12-22 04:38:08
2349,total dissolved solids,0.3,2024-12-22 04:38:10
2350,turbidity,1.25,2024-12-22 04:38:10
2351,temperature,82.85,2024-12-22 04:38:11
2352,total dissolved solids,0.3,2024-12-22 04:38:12
2353,turbidity,1.25,2024-12-22 04:38:12
2354,temperature,82.51,2024-12-22 04:38:13
2355,turbidity,1.37,2024-12-22 04:38:15
2356,total dissolved solids,0.33,2024-12-22 04:38:15
2357,temperature,82.29,2024-12-22 04:38:16
2358,turbidity,3005.05,2024-12-22 04:38:17
2359,total dissolved solids,717.88,2024-12-22 04:38:17
2360,total dissolved solids,0.33,2024-12-22 04:38:19
2361,turbidity,1.37,2024-12-22 04:38:19
2362,temperature,82.06,2024-12-22 04:38:19
2363,total dissolved solids,0.3,2024-12-22 04:38:21
2364,turbidity,1.25,2024-12-22 04:38:21
2365,temperature,81.84,2024-12-22 04:38:22
2366,total dissolved solids,0.3,2024-12-22 04:38:23
2367,turbidity,1.25,2024-12-22 04:38:23
2368,temperature,81.61,2024-12-22 04:38:25
2369,total dissolved solids,0.33,2024-12-22 04:38:25
2370,turbidity,1.37,2024-12-22 04:38:25
2371,total dissolved solids,0.3,2024-12-22 04:38:27
2372,turbidity,3011.3,2024-12-22 04:38:27
2373,temperature,81.39,2024-12-22 04:38:28
2374,turbidity,1.25,2024-12-22 04:38:29
2375,total dissolved solids,0.3,2024-12-22 04:38:29
2376,temperature,81.28,2024-12-22 04:38:31
2377,turbidity,3007.1,2024-12-22 04:38:31
2378,total dissolved solids,718.37,2024-12-22 04:38:31
2379,total dissolved solids,0.3,2024-12-22 04:38:34
2380,turbidity,1.25,2024-12-22 04:38:34
2381,temperature,81.05,2024-12-22 04:38:34
2382,turbidity,3010.05,2024-12-22 04:38:36
2383,total dissolved solids,0.3,2024-12-22 04:38:36
2384,temperature,80.94,2024-12-22 04:38:37
2385,turbidity,3009.03,2024-12-22 04:38:38
2386,total dissolved solids,0.3,2024-12-22 04:38:38
2387,temperature,80.71,2024-12-22 04:38:40
2388,turbidity,3008.69,2024-12-22 04:38:40
2389,total dissolved solids,0.3,2024-12-22 04:38:40
2390,turbidity,3017.56,2024-12-22 04:38:42
2391,total dissolved solids,0.3,2024-12-22 04:38:43
2392,temperature,81.16,2024-12-22 04:38:43
2393,turbidity,3009.82,2024-12-22 04:38:44
2394,total dissolved solids,0.3,2024-12-22 04:38:45
2395,temperature,82.74,2024-12-22 04:38:46
2396,turbidity,3006.53,2024-12-22 04:38:46
2397,total dissolved solids,0.33,2024-12-22 04:38:47
2398,turbidity,3007.44,2024-12-22 04:38:48
2399,temperature,83.97,2024-12-22 04:38:48
2400,total dissolved solids,0.33,2024-12-22 04:38:49
2401,turbidity,3012.21,2024-12-22 04:38:51
2402,total dissolved solids,0.3,2024-12-22 04:38:51
2403,temperature,84.09,2024-12-22 04:38:51
2404,turbidity,3009.71,2024-12-22 04:38:53
2405,total dissolved solids,0.3,2024-12-22 04:38:53
2406,temperature,83.86,2024-12-22 04:38:54
2407,turbidity,3009.14,2024-12-22 04:38:55
2408,total dissolved solids,0.3,2024-12-22 04:38:55
2409,turbidity,3006.41,2024-12-22 04:38:57
2410,temperature,83.53,2024-12-22 04:38:57
2411,total dissolved solids,0.33,2024-12-22 04:38:57
2412,turbidity,3007.89,2024-12-22 04:38:59
2413,total dissolved solids,0.3,2024-12-22 04:39:00
2414,temperature,83.3,2024-12-22 04:39:00
2415,turbidity,3011.42,2024-12-22 04:39:01
2416,total dissolved solids,0.3,2024-12-22 04:39:02
2417,temperature,82.96,2024-12-22 04:39:03
2418,turbidity,3005.73,2024-12-22 04:39:03
2419,total dissolved solids,0.33,2024-12-22 04:39:04
2420,turbidity,3006.19,2024-12-22 04:39:05
2421,temperature,82.74,2024-12-22 04:39:06
2422,total dissolved solids,0.33,2024-12-22 04:39:06
2423,turbidity,3013.47,2024-12-22 04:39:07
2424,total dissolved solids,0.3,2024-12-22 04:39:08
2425,temperature,82.51,2024-12-22 04:39:09
2426,turbidity,3010.39,2024-12-22 04:39:10
2427,total dissolved solids,0.3,2024-12-22 04:39:10
2428,turbidity,3012.33,2024-12-22 04:39:12
2429,temperature,82.17,2024-12-22 04:39:12
2430,total dissolved solids,0.3,2024-12-22 04:39:13
2431,turbidity,3007.21,2024-12-22 04:39:14
2432,total dissolved solids,0.33,2024-12-22 04:39:15
2433,temperature,81.95,2024-12-22 04:39:15
2434,turbidity,3012.9,2024-12-22 04:39:16
2435,total dissolved solids,0.33,2024-12-22 04:39:17
2436,turbidity,3010.28,2024-12-22 04:39:18
2437,temperature,81.84,2024-12-22 04:39:18
2438,total dissolved solids,0.3,2024-12-22 04:39:19
2439,turbidity,3009.6,2024-12-22 04:39:20
2440,temperature,81.5,2024-12-22 04:39:21
2441,total dissolved solids,0.33,2024-12-22 04:39:21
2442,turbidity,3006.07,2024-12-22 04:39:22
2443,total dissolved solids,0.3,2024-12-22 04:39:23
2444,temperature,81.28,2024-12-22 04:39:24
2445,turbidity,3008.12,2024-12-22 04:39:24
2446,total dissolved solids,0.3,2024-12-22 04:39:25
2447,turbidity,3016.88,2024-12-22 04:39:27
2448,temperature,81.16,2024-12-22 04:39:27
2449,total dissolved solids,0.3,2024-12-22 04:39:28
2450,turbidity,3008.01,2024-12-22 04:39:29
2451,total dissolved solids,0.3,2024-12-22 04:39:30
2452,temperature,82.4,2024-12-22 04:39:30
2453,turbidity,3005.16,2024-12-22 04:39:31
2454,total dissolved solids,0.33,2024-12-22 04:39:32
2455,turbidity,3007.89,2024-12-22 04:39:33
2456,temperature,82.74,2024-12-22 04:39:33
2457,total dissolved solids,0.3,2024-12-22 04:39:34
2458,turbidity,3014.49,2024-12-22 04:39:35
2459,temperature,82.62,2024-12-22 04:39:36
2460,total dissolved solids,0.3,2024-12-22 04:39:36
2461,turbidity,3011.08,2024-12-22 04:39:37
2462,total dissolved solids,0.3,2024-12-22 04:39:38
2463,temperature,82.4,2024-12-22 04:39:39
2464,turbidity,3010.96,2024-12-22 04:39:39
2465,total dissolved solids,0.3,2024-12-22 04:39:40
2466,turbidity,3014.26,2024-12-22 04:39:41
2467,temperature,82.17,2024-12-22 04:39:42
2468,total dissolved solids,0.3,2024-12-22 04:39:42
2469,turbidity,3007.78,2024-12-22 04:39:43
2470,total dissolved solids,0.33,2024-12-22 04:39:44
2471,temperature,81.95,2024-12-22 04:39:45
2472,turbidity,3008.23,2024-12-22 04:39:46
2473,total dissolved solids,0.3,2024-12-22 04:39:47
2474,temperature,81.72,2024-12-22 04:39:48
2475,turbidity,3014.49,2024-12-22 04:39:48
2476,total dissolved solids,0.3,2024-12-22 04:39:49
2477,turbidity,3022.45,2024-12-22 04:39:50
2478,temperature,81.61,2024-12-22 04:39:50
2479,total dissolved solids,0.3,2024-12-22 04:39:51
2480,turbidity,3013.35,2024-12-22 04:39:52
2481,total dissolved solids,0.33,2024-12-22 04:39:53
2482,temperature,81.28,2024-12-22 04:39:53
2483,turbidity,3009.82,2024-12-22 04:39:54
2484,total dissolved solids,0.33,2024-12-22 04:39:55
2485,turbidity,3008.8,2024-12-22 04:39:56
2486,temperature,81.16,2024-12-22 04:39:56
2487,total dissolved solids,0.33,2024-12-22 04:39:57
2488,turbidity,3011.3,2024-12-22 04:39:58
2489,temperature,80.94,2024-12-22 04:39:59
2490,total dissolved solids,0.3,2024-12-22 04:40:00
2491,turbidity,3008.8,2024-12-22 04:40:00
2492,total dissolved solids,0.3,2024-12-22 04:40:02
2493,temperature,80.83,2024-12-22 04:40:02
2494,turbidity,3004.93,2024-12-22 04:40:03
2495,total dissolved solids,0.3,2024-12-22 04:40:04
2496,turbidity,3010.73,2024-12-22 04:40:05
2497,temperature,80.6,2024-12-22 04:40:05
2498,total dissolved solids,0.3,2024-12-22 04:40:06
2499,turbidity,3009.6,2024-12-22 04:40:07
2500,temperature,80.49,2024-12-22 04:40:08
2501,total dissolved solids,0.33,2024-12-22 04:40:08
2502,turbidity,3006.98,2024-12-22 04:40:09
2503,total dissolved solids,0.3,2024-12-22 04:40:10
2504,turbidity,3016.54,2024-12-22 04:40:11
2505,temperature,80.26,2024-12-22 04:40:11
2506,total dissolved solids,0.3,2024-12-22 04:40:12
2507,turbidity,3006.3,2024-12-22 04:40:13
2508,temperature,80.04,2024-12-22 04:40:14
2509,total dissolved solids,0.3,2024-12-22 04:40:15
2510,turbidity,3006.87,2024-12-22 04:40:15
2511,total dissolved solids,0.3,2024-12-22 04:40:17
2512,temperature,79.92,2024-12-22 04:40:17
2513,turbidity,3011.87,2024-12-22 04:40:17
2514,total dissolved solids,0.3,2024-12-22 04:40:19
2515,turbidity,3006.87,2024-12-22 04:40:19
2516,temperature,79.81,2024-12-22 04:40:20
2517,total dissolved solids,0.3,2024-12-22 04:40:21
2518,turbidity,3014.38,2024-12-22 04:40:22
2519,temperature,79.59,2024-12-22 04:40:23
2520,total dissolved solids,0.33,2024-12-22 04:40:23
2521,turbidity,3009.71,2024-12-22 04:40:24
2522,total dissolved solids,0.33,2024-12-22 04:40:25
2523,temperature,79.47,2024-12-22 04:40:26
2524,turbidity,3011.19,2024-12-22 04:40:26
2525,total dissolved solids,0.3,2024-12-22 04:40:28
2526,turbidity,3001.07,2024-12-22 04:40:28
2527,temperature,79.36,2024-12-22 04:40:29
2528,total dissolved solids,0.33,2024-12-22 04:40:30
2529,turbidity,3010.96,2024-12-22 04:40:30
2530,temperature,79.25,2024-12-22 04:40:32
2531,total dissolved solids,0.3,2024-12-22 04:40:32
2532,turbidity,3013.12,2024-12-22 04:40:32
2533,total dissolved solids,0.33,2024-12-22 04:40:34
2534,turbidity,3007.1,2024-12-22 04:40:34
2535,temperature,79.14,2024-12-22 04:40:35
2536,total dissolved solids,0.33,2024-12-22 04:40:36
2537,turbidity,3014.26,2024-12-22 04:40:36
2538,temperature,79.03,2024-12-22 04:40:38
2539,total dissolved solids,0.3,2024-12-22 04:40:38
2540,turbidity,3002.66,2024-12-22 04:40:39
2541,temperature,78.91,2024-12-22 04:40:40
2542,total dissolved solids,0.3,2024-12-22 04:40:41
2543,turbidity,3004.82,2024-12-22 04:40:41
2544,total dissolved solids,0.33,2024-12-22 04:40:43
2545,turbidity,3011.64,2024-12-22 04:40:43
2546,temperature,78.8,2024-12-22 04:40:43
2547,total dissolved solids,0.3,2024-12-22 04:40:45
2548,turbidity,3010.39,2024-12-22 04:40:45
2549,temperature,78.69,2024-12-22 04:40:46
2550,total dissolved solids,0.3,2024-12-22 04:40:47
2551,turbidity,3010.05,2024-12-22 04:40:47
2552,total dissolved solids,0.3,2024-12-22 04:40:49
2553,turbidity,3009.94,2024-12-22 04:40:49
2554,temperature,78.69,2024-12-22 04:40:49
2555,total dissolved solids,0.3,2024-12-22 04:40:51
2556,turbidity,3008.46,2024-12-22 04:40:51
2557,temperature,79.7,2024-12-22 04:40:52
2558,total dissolved solids,0.3,2024-12-22 04:40:53
2559,turbidity,3010.51,2024-12-22 04:40:53
2560,temperature,81.39,2024-12-22 04:40:55
2561,total dissolved solids,0.3,2024-12-22 04:40:55
2562,turbidity,3016.76,2024-12-22 04:40:56
2563,total dissolved solids,0.3,2024-12-22 04:40:57
2564,turbidity,3007.55,2024-12-22 04:40:58
2565,temperature,81.95,2024-12-22 04:40:58
2566,total dissolved solids,0.3,2024-12-22 04:41:00
2567,turbidity,3012.21,2024-12-22 04:41:00
2568,temperature,81.95,2024-12-22 04:41:01
2569,total dissolved solids,0.3,2024-12-22 04:41:02
2570,turbidity,3010.17,2024-12-22 04:41:02
2571,temperature,81.72,2024-12-22 04:41:04
2572,total dissolved solids,0.33,2024-12-22 04:41:04
2573,turbidity,3009.82,2024-12-22 04:41:04
2574,total dissolved solids,0.3,2024-12-22 04:41:06
2575,turbidity,3007.78,2024-12-22 04:41:06
2576,temperature,81.5,2024-12-22 04:41:07
2577,total dissolved solids,0.33,2024-12-22 04:41:08
2578,turbidity,3007.55,2024-12-22 04:41:08
2579,temperature,81.28,2024-12-22 04:41:10
2580,total dissolved solids,0.3,2024-12-22 04:41:10
2581,turbidity,3013.35,2024-12-22 04:41:10
2582,total dissolved solids,0.33,2024-12-22 04:41:12
2583,turbidity,3009.6,2024-12-22 04:41:12
2584,temperature,81.05,2024-12-22 04:41:13
2585,total dissolved solids,0.3,2024-12-22 04:41:14
2586,turbidity,3009.94,2024-12-22 04:41:15
2587,temperature,80.94,2024-12-22 04:41:16
2588,total dissolved solids,0.3,2024-12-22 04:41:17
2589,turbidity,3004.48,2024-12-22 04:41:17
2590,temperature,80.71,2024-12-22 04:41:19
2591,total dissolved solids,0.3,2024-12-22 04:41:19
2592,turbidity,3004.71,2024-12-22 04:41:19
2593,total dissolved solids,0.3,2024-12-22 04:41:21
2594,turbidity,3013.12,2024-12-22 04:41:21
2595,temperature,80.49,2024-12-22 04:41:22
2596,total dissolved solids,0.3,2024-12-22 04:41:23
2597,turbidity,3016.2,2024-12-22 04:41:23
2598,temperature,80.38,2024-12-22 04:41:24
2599,total dissolved solids,0.3,2024-12-22 04:41:25
2600,turbidity,3010.17,2024-12-22 04:41:25
2601,total dissolved solids,0.3,2024-12-22 04:41:27
2602,turbidity,3011.42,2024-12-22 04:41:27
2603,temperature,80.15,2024-12-22 04:41:27
2604,total dissolved solids,0.3,2024-12-22 04:41:29
2605,turbidity,3008.57,2024-12-22 04:41:29
2606,temperature,80.04,2024-12-22 04:41:30
2607,total dissolved solids,0.3,2024-12-22 04:41:31
2608,turbidity,3010.96,2024-12-22 04:41:31
2609,temperature,79.81,2024-12-22 04:41:33
2610,total dissolved solids,0.33,2024-12-22 04:41:33
2611,turbidity,3007.1,2024-12-22 04:41:34
2612,total dissolved solids,0.3,2024-12-22 04:41:36
2613,turbidity,3012.21,2024-12-22 04:41:36
2614,temperature,79.7,2024-12-22 04:41:36
2615,total dissolved solids,0.3,2024-12-22 04:41:38
2616,turbidity,3007.55,2024-12-22 04:41:38
2617,temperature,79.59,2024-12-22 04:41:39
2618,total dissolved solids,0.3,2024-12-22 04:41:40
2619,turbidity,3005.84,2024-12-22 04:41:40
2620,temperature,79.47,2024-12-22 04:41:42
2621,total dissolved solids,0.3,2024-12-22 04:41:42
2622,turbidity,3010.85,2024-12-22 04:41:42
2623,total dissolved solids,0.3,2024-12-22 04:41:44
2624,turbidity,3013.47,2024-12-22 04:41:44
2625,temperature,79.25,2024-12-22 04:41:45
2626,total dissolved solids,0.3,2024-12-22 04:41:46
2627,turbidity,3007.55,2024-12-22 04:41:46
2628,temperature,79.14,2024-12-22 04:41:48
2629,total dissolved solids,0.33,2024-12-22 04:41:48
2630,turbidity,3011.99,2024-12-22 04:41:49
2631,total dissolved solids,0.3,2024-12-22 04:41:50
2632,turbidity,3006.75,2024-12-22 04:41:51
2633,temperature,79.03,2024-12-22 04:41:51
2634,total dissolved solids,0.3,2024-12-22 04:41:53
2635,turbidity,3006.75,2024-12-22 04:41:53
2636,temperature,78.91,2024-12-22 04:41:54
2637,total dissolved solids,0.3,2024-12-22 04:41:55
2638,turbidity,3012.78,2024-12-22 04:41:55
2639,temperature,78.91,2024-12-22 04:41:57
2640,total dissolved solids,0.3,2024-12-22 04:41:57
2641,turbidity,3012.1,2024-12-22 04:41:57
2642,total dissolved solids,0.3,2024-12-22 04:41:59
